"state_county_FIPS","sum_bw"
"35007",8228.18
"35009",202313.2
"35013",708655.28
"35015",605691.05
"35017",70848.39
"35023",2169.93
"35025",342429.71
"35027",5279.29
"35028",65815.5
"35029",12456.56
"35031",285483.2
"35035",81620.06
"35037",14612.22
"35039",109248.26
"35041",9578.08
"35043",200361.98
"35045",146164.25
"35047",34508.61
"35049",629535.73
"35051",7778.68
"35053",25662.39
"35055",28584.17
"35057",36144.8
"35061",372247.8
"36001",2431427.3
"36003",241658.92
"36005",4821621.09
"36007",527095.88
"36009",496492.37
"36011",223137.4
"36013",779949.88
"36015",175421.85
"36017",65205.48
"36019",158775.27
"36021",147966.11
"36023",56577.08
"36025",31627.24
"36027",2398276.87
"36029",4526470.43
"36031",62339.52
"36033",3477.17
"36035",77429.78
"36037",211481
"36039",227508.86
"36041",24363.63
"36043",66287.03
"36045",1072206.6
"36047",9556394.47
"36049",2914.67
"36051",65440.84
"36053",131377.59
"36055",5218293.89
"36057",137450.19
"36059",24233784.52
"36061",23844356.16
"36063",955213.44
"36065",910353.09
"36067",1995115.3
"36069",354378.5
"36071",1747804.74
"36073",464888.38
"36075",81087.92
"36077",112676.82
"36079",249374.06
"36081",11597653
"36083",494028.64
"36085",875046.39
"36087",2120672.41
"36089",1457.8
"36091",1091080.06
"36093",1789416.92
"36095",12183.8
"36097",62769.72
"36099",46915.14
"36101",235496.41
"36103",16826192.17
"36105",370363.24
"36107",125183.46
"36109",554858.52
"36111",844749.51
"36113",159541.17
"36115",6171.34
"36117",187029.12
"36119",6718142.33
"36121",46808.11
"36123",80373.53
"37001",738265.55
"37003",109821.11
"37005",185845.07
"37007",44223.3
"37009",65981.2
"37011",56085.01
"37013",303510.6
"37015",66238.2
"37017",30750.58
"37019",618207.09
"37021",1596030.7
"37023",148573.83
"37025",1455799.26
"37027",347406.22
"37029",18892.5
"37031",174168.14
"37033",24730.91
"37035",972166.61
"37037",38702.19
"37039",136449.46
"37041",15640.31
"37043",64921.22
"37045",288565.35
"37047",182761.03
"37049",82702.95
"37051",2020329.58
"37053",47506.2
"37055",286111.83
"37057",361869.9
"37059",43724.73
"37061",1015399.88
"37063",1749779.57
"37065",154233.43
"37067",3496966.95
"37069",118520.57
"37071",726837.67
"37073",0
"37075",685.07
"37077",220601.51
"37079",47207.77
"37081",4143371.33
"37083",52831.25
"37085",566956.56
"37087",113073.99
"37089",376582.82
"37091",12994.79
"37093",84446.32
"37095",26676.75
"37097",1316835.03
"37099",106104.52
"37101",857051.31
"37103",145
"37105",184500.81
"37107",336241.13
"37109",281633.5
"37111",236348.19
"37113",187352.13
"37115",2839.54
"37117",14010.89
"37119",14601233.83
"37121",36068.02
"37123",18783.9
"37125",412664.13
"37127",310713.17
"37129",1076628.65
"37131",58607.03
"37133",555954.1
"37135",347969.81
"37137",32988.88
"37139",65404.91
"37141",191845.98
"37143",1094.39
"37145",73143.93
"37147",1393552.63
"37149",66919.96
"37151",282388
"37153",91221.63
"37155",849099.9
"37157",280287.75
"37159",267065.87
"37161",284564.54
"37163",236193.9
"37165",175020.65
"37167",106548
"37169",18658.9
"37171",461523.58
"37173",117202.07
"37175",29519.49
"37179",1559798.7
"37181",162498.43
"37183",7831783.89
"37185",183745.91
"37187",12249.15
"37189",45048.49
"37191",281984.22
"37193",220710.33
"37195",227450.36
"37197",65585.57
"37199",14709.13
"38001",0
"38003",19507.75
"38005",0
"38009",0
"38011",0
"38015",310306.61
"38017",296507.72
"38019",0
"38021",4255.28
"38023",2992.38
"38025",0
"38031",0
"38035",43225.91
"38037",0
"38039",8895.46
"38043",0
"38047",0
"38049",1159.93
"38051",0
"38053",67319.4
"38055",3066.77
"38057",969.15
"38059",7493.64
"38061",427499.41
"38063",0
"38067",0
"38071",2341.84
"38073",167.26
"38077",16790.96
"38079",8729.62
"38083",52328.64
"38089",471633.2
"38091",0
"38093",8253.27
"38095",893.31
"38097",93.4
"38099",1438.03
"38101",89674.35
"38103",2511.2
"38105",930350.82
"39001",25531.1
"39003",1415635.4
"39005",236011
"39007",296995.83
"39009",68750.2
"39011",133945.76
"39013",38189.48
"39015",124351.48
"39017",2421773.01
"39019",17377.64
"39021",718647.11
"39023",846315.34
"39025",514034.39
"39027",108064.1
"39029",77310.89
"39031",14352.08
"39033",279744.06
"39035",5981691.31
"39037",99830.32
"39039",27945.33
"39041",566975.07
"39043",970713.88
"39045",273790.06
"39047",142003.82
"39049",6902769.12
"39051",11457.36
"39053",37411.2
"39055",484827.78
"39057",623679.19
"39059",20133.45
"39061",5504322.88
"39063",156699.7
"39065",18811.12
"39067",4017
"39069",45844.4
"39071",104941.91
"39073",37437.56
"39075",347587.31
"39077",727516.96
"39079",20487.74
"39081",64920.95
"39083",43067.74
"39085",673624.18
"39087",47779.54
"39089",1054780.23
"39091",57352.79
"39093",660829.51
"39095",1243670.91
"39097",20376.31
"39099",1080449.11
"39101",230385.67
"39103",570524.62
"39105",70486.26
"39107",93412.77
"39109",868412.07
"39111",0
"39113",3317354.3
"39115",38690.66
"39117",68456.19
"39119",40626.17
"39121",15078.09
"39123",229762.11
"39125",6864.25
"39127",151.22
"39129",152268.62
"39131",840.28
"39133",993618.99
"39135",17677.36
"39137",19449.08
"39139",349442.85
"39141",36935.66
"39143",57769.85
"39145",77372.83
"39147",306267.37
"39149",140396.59
"39151",555167.43
"39153",4536687.62
"39155",431931.52
"39157",101627.62
"39159",185522.21
"39161",161258.37
"39163",0
"39165",712157.45
"39167",251884.03
"39169",130466.72
"39171",22712.6
"39173",266920.94
"39175",65733.13
"40001",61318.65
"40003",575
"40005",74456.22
"40007",5476.06
"40009",219979.59
"4001",146865.24
"40011",92814.92
"40013",133127.34
"40015",248080.61
"40017",323521.48
"40019",290104.29
"40021",104579.96
"40023",70287.69
"40025",14033.71
"40027",470338.12
"40029",25109.61
"4003",601047.36
"40031",959052.27
"40033",157707.8
"40035",22508.56
"40037",176539.11
"40039",138959.9
"40041",97002.63
"40043",15967.44
"40047",250057.66
"40049",9832.42
"4005",956163.26
"40051",392304.67
"40053",4240.21
"40055",1924
"40057",14339.96
"40061",176015.16
"40063",23245.9
"40065",130248.97
"40067",43827.15
"40069",15033.98
"4007",63614.53
"40071",112876.6
"40073",34701.49
"40075",17320.66
"40077",10425
"40079",431624.59
"40081",576847.97
"40083",120740.13
"40085",59794.57
"40087",157459.65
"40089",56041.27
"4009",52702.86
"40091",113646.37
"40093",3091.96
"40095",35817.83
"40097",138160.76
"40099",109481.1
"40101",260858.48
"40103",4851.74
"40105",14776.28
"40107",37240.1
"40109",5034680.53
"40111",101655.93
"40113",46557.58
"40115",15670.07
"40117",27376.69
"40119",193244.21
"4012",29089.63
"40121",380269.34
"40123",287247.72
"40125",154726.91
"40127",30454.41
"40129",0
"4013",36282846.87
"40131",317072.05
"40133",112107.95
"40135",70311.47
"40137",121692.52
"40139",492.8
"40141",97759.2
"40143",5262913.03
"40145",129071.3
"40147",122939.41
"40149",12294.68
"4015",702192.36
"40151",13736.98
"40153",59617.27
"4017",338714.37
"4019",5227580.08
"4021",238167.23
"4023",235024.37
"4025",817694.5
"4027",656115.37
"41001",4961.17
"41003",340269.19
"41005",1634369.29
"41007",216641.29
"41009",109182.79
"41011",45385.74
"41015",24517.35
"41017",215864.76
"41019",142349.71
"41021",0
"41023",0
"41025",0
"41027",30366.12
"41029",218614.07
"41031",20780.83
"41033",57375.73
"41035",13400.65
"41039",539835.84
"41041",44305.64
"41043",47519.05
"41045",402165.8
"41047",1235181.26
"41049",7946
"41051",4456197.19
"41053",13545.18
"41055",3057.47
"41057",37719.44
"41059",933547.93
"41061",16882.65
"41065",4943.04
"41067",2520139.45
"41071",198211.98
"42001",351253.98
"42003",8154056.76
"42005",289026.17
"42007",452478.78
"42009",55302.28
"42011",1020136.92
"42013",474318.02
"42015",243668.29
"42017",3404707.92
"42019",1476674.55
"42021",181893.07
"42023",56570.7
"42025",111183.64
"42027",347315.27
"42029",2186652.24
"42031",135654.94
"42033",214764.77
"42035",109389.89
"42037",330217.69
"42039",569454.56
"42041",960062.26
"42043",1028423.07
"42045",1221323.04
"42047",22023.75
"42049",687062.51
"42051",567615.85
"42053",19259.12
"42055",441351.88
"42057",17639.23
"42059",188741.91
"42061",8014.21
"42063",412021.01
"42065",266756.36
"42067",25648.46
"42069",860710.59
"42071",1530057.09
"42073",220009.42
"42075",467782.68
"42077",2288222.31
"42079",1169410.65
"42081",1539238.77
"42083",25177.86
"42085",704805.45
"42087",34097.11
"42089",300241.64
"42091",3077132.67
"42093",63213.97
"42095",1849966.93
"42097",119593.75
"42099",45287.29
"42101",8492277.22
"42103",55090.21
"42105",3077.95
"42107",238283.95
"42109",91705.5
"42111",185845.75
"42113",4688.46
"42115",427298.07
"42117",180979.68
"42119",95344.56
"42121",75619.31
"42123",79125.24
"42125",1660028.28
"42127",38293.77
"42129",941376.09
"42131",5980.26
"42133",1184054.99
"44001",49478.96
"44003",1420262.06
"44005",310270.09
"44007",4001170.51
"44009",1061242.38
"45001",112371.04
"45003",366506.12
"45005",0
"45007",593518.85
"45009",72970.91
"45011",16558.57
"45013",710231.84
"45015",588811.04
"45017",3899.46
"45019",2950560.69
"45021",129186.1
"45023",64961.87
"45025",33366.03
"45027",119884.36
"45029",168769.97
"45031",114442.15
"45033",99400.85
"45035",399464.71
"45037",48495.35
"45039",377235.62
"45041",975187.14
"45043",69253.06
"45045",2979929.76
"45047",277292.95
"45049",8852.16
"45051",1415320.93
"45053",133560.17
"45055",127374.49
"45057",184024.84
"45059",55908.66
"45061",137093.33
"45063",1031818.27
"45067",98649.71
"45069",44985.56
"45071",162463.97
"45073",617699.29
"45075",262578.23
"45077",984349.08
"45079",3024632.45
"45081",2340.18
"45083",1662589.87
"45085",234331.9
"45087",80929.16
"45089",281540.59
"45091",557428.25
"46003",1380.14
"46005",169977.66
"46007",16845.71
"46009",0
"46011",77082.14
"46013",90773.62
"46015",26120.77
"46019",36658.95
"46021",0
"46023",8503.12
"46025",12822.17
"46027",55882.45
"46029",61972.16
"46033",21462.3
"46035",80576.09
"46037",8407.94
"46039",122182.49
"46041",5003.49
"46043",0
"46045",2775.85
"46047",10520.13
"46049",0
"46051",12114.3
"46053",609.58
"46055",2339
"46057",0
"46059",15525.29
"46065",32824.07
"46067",3398.65
"46071",237.19
"46073",0
"46077",67333.78
"46079",8415.37
"46081",122772.72
"46083",543143.22
"46085",47221.55
"46087",0
"46091",790
"46093",205401.45
"46099",964601.33
"46101",53946.86
"46103",672212.96
"46105",16274.25
"46107",0
"46109",9449.42
"46111",0
"46115",4343.49
"46117",1333.71
"46119",7847.84
"46121",5124.66
"46123",0
"46125",7540
"46127",248067.58
"46129",22159.23
"46135",71041.63
"47001",905844.43
"47003",119727.42
"47005",33119.85
"47007",44777.09
"47009",552202.63
"47011",462405.12
"47013",41594.55
"47015",22069.7
"47017",40539.01
"47019",103443.83
"47021",128152.36
"47023",4082.58
"47025",7531.87
"47027",0
"47029",71997.58
"47031",227921.24
"47033",44854.22
"47035",153787.32
"47037",6373735.61
"47039",0
"47043",72125.04
"47045",33686.18
"47047",162241.19
"47049",19308.11
"47051",108246.65
"47053",210431.17
"47055",77076.17
"47057",37958.55
"47059",243343.38
"47061",191892.88
"47063",397717.87
"47065",1966915.85
"47067",2124.23
"47069",105060.69
"47071",10416.93
"47073",38690.96
"47075",101493.31
"47077",80887.33
"47079",102860.38
"47081",50315.36
"47083",3406.66
"47085",40641.24
"47087",16885.37
"47089",164702.24
"47091",13565.11
"47093",3541829.96
"47095",6125.4
"47097",21600.06
"47099",112936.91
"47101",193077.97
"47103",44027.91
"47105",299965.53
"47107",154517.97
"47109",9730.95
"47111",124255.69
"47113",786081.76
"47115",83651.11
"47117",21193.88
"47119",383554.24
"47121",10954.36
"47123",44310.75
"47125",853389.98
"47127",923.57
"47129",21076.41
"47131",19024.4
"47133",8914.63
"47135",0
"47137",0
"47139",35818.3
"47141",450375.6
"47143",184955.48
"47145",87159.91
"47147",91324.2
"47149",1776404.79
"47151",65808.93
"47153",2204.02
"47155",997871.26
"47157",7959039.29
"47159",175838.93
"47161",2517.09
"47163",695720.29
"47165",402774.84
"47167",187824.56
"47169",3138.05
"47171",133903.01
"47173",593.23
"47175",6605.43
"47177",257552.44
"47179",731764.63
"47181",11939
"47183",61325.4
"47185",103988.39
"47187",813406.43
"47189",186463.18
"48001",351020.27
"48003",95602.05
"48005",727112.44
"48007",95193
"48009",3049.79
"48011",181.6
"48013",611210.36
"48015",42042.23
"48017",22395.6
"48019",27980.41
"48021",262759.55
"48023",3729.98
"48025",230230.78
"48027",2703003.15
"48029",8915961.75
"48031",2860.68
"48035",62404.67
"48037",288506.23
"48039",3649489.82
"48041",1319069.68
"48043",40462.49
"48047",52191.49
"48049",143770.37
"48051",7238.91
"48053",92671.32
"48055",180238.19
"48057",185303.96
"48059",41543.8
"48061",6085355.36
"48063",97824.35
"48065",14124.96
"48067",119515.71
"48069",97506.95
"48071",229162.07
"48073",210397.43
"48075",4946.13
"48077",51114.43
"48081",29025.31
"48085",13764441.22
"48087",4757.5
"48089",181620.3
"48091",413643.7
"48093",20478.93
"48095",7567.14
"48097",280577.98
"48099",168306.1
"48103",305.84
"48105",4468.37
"48107",15246.02
"48109",2952.23
"48111",36879.65
"48113",31989238.07
"48115",0
"48117",116235.36
"48119",2816.72
"48121",3767970.82
"48125",0
"48127",391908.65
"48129",8435.25
"48131",167354.55
"48133",48808.59
"48135",1531981.17
"48137",2095.26
"48139",560307.77
"48141",7450326.83
"48143",81861.68
"48145",42158.38
"48147",114880.83
"48149",15816.14
"48151",3436.25
"48153",10196.33
"48157",5266648.42
"48159",7904.13
"48161",333557.8
"48163",100454.5
"48165",19657.37
"48167",3318584.01
"48169",15090.82
"48171",144817.01
"48175",11353.55
"48177",136766.64
"48179",52467.45
"48181",1445867.97
"48183",1085841.25
"48185",65389.26
"48187",378683.73
"48189",51040.65
"48191",0
"48193",40407.66
"48195",9706.41
"48197",31518.72
"48199",136272.46
"48201",92937928.97
"48203",243172.14
"48205",4744.54
"48207",3859.03
"48209",791270.8
"48211",86269.55
"48213",122333.52
"48215",9630763.05
"48217",149381.41
"48219",267073.32
"48221",187133.95
"48223",137486.55
"48225",79053.14
"48227",145238.32
"48229",15729.3
"48231",120491.95
"48233",332409.68
"48237",6869.88
"48239",54199.83
"48241",103828.07
"48243",3545.49
"48245",2515813.42
"48247",2207.46
"48249",1396515.3
"48251",1853549.39
"48253",50429.32
"48255",182222.09
"48257",591355.94
"48259",1339509.22
"48261",288764.27
"48265",132645.11
"48271",4014.28
"48273",166257.45
"48275",171398.5
"48277",203444.72
"48279",88100.17
"48281",63803.12
"48283",89979.64
"48285",85197.2
"48287",49852.65
"48289",63628.44
"48291",700224.1
"48293",37568.23
"48297",70153.98
"48299",55188.04
"48303",2083433.95
"48305",1909.89
"48307",18219.74
"48309",1576806.31
"48311",6705.3
"48313",23363.3
"48315",21544.16
"48319",330
"48321",61242.33
"48323",52717.13
"48325",261313.71
"48327",0
"48329",4008065.04
"48331",180973.53
"48333",40496.82
"48335",6151.05
"48337",114320.13
"48339",3601097.53
"48341",144690.27
"48343",19683.03
"48345",2534.7
"48347",171041.07
"48349",332631.58
"48351",33661.43
"48353",16567.37
"48355",4000808.78
"48357",1137.64
"48359",0
"48361",510803.86
"48363",50316.02
"48365",102464.75
"48367",477750.15
"48369",56151.3
"48371",118074.46
"48373",79572.12
"48375",1145066.74
"48377",0
"48379",47720.97
"48381",1901696.16
"48383",20425.73
"48385",154.96
"48387",59822.69
"48389",75285.22
"48391",83129.23
"48395",88923.53
"48397",532919.8
"48399",72914.43
"48401",157050.46
"48403",73868.12
"48405",4122.68
"48407",87430.3
"48409",274999.94
"48411",203627.67
"48413",8097.46
"48415",33542.75
"48417",58891.73
"48419",13704.89
"48421",712.23
"48423",1284417.89
"48425",38320.55
"48427",292421.55
"48429",15178.05
"48431",1015.39
"48435",3533.29
"48437",0
"48439",12056076.11
"48441",1328546.44
"48445",15064.2
"48447",6055.9
"48449",271116.58
"48451",1179781.55
"48453",9289264.88
"48455",19321.12
"48457",37527
"48459",32873.05
"48461",159.5
"48463",63664.6
"48465",67496.45
"48467",119764.05
"48469",1212046.92
"48471",192421.89
"48473",113890.08
"48475",93223.95
"48477",64006.6
"48479",2703504.03
"48481",339979.21
"48483",2333.6
"48485",587336.44
"48487",17960.11
"48489",85615.82
"48491",2617871.32
"48493",98812.14
"48495",11865.24
"48497",1180186.52
"48499",187473.4
"48501",57076.73
"48503",40060.48
"48505",206000.84
"48507",6343.66
"49001",10344.08
"49003",68158.73
"49005",649814.18
"49007",81779.45
"49011",1507578.79
"49013",67404.36
"49015",275301.81
"49017",145799.49
"49019",63199.46
"49021",40870.27
"49023",99958.37
"49025",5317.59
"49027",28250.94
"49029",31186.41
"49031",979.32
"49033",768.21
"49035",12406921.24
"49037",82804.57
"49039",58182.62
"49041",57169.37
"49043",298419.55
"49045",113428.54
"49047",1962942.53
"49049",5584514.72
"49051",111661.18
"49053",704488.77
"49055",2440.39
"49057",1601304.43
"50001",159878.64
"50003",175644.12
"50005",91273.61
"50007",991340.04
"50009",306.45
"5001",123623.62
"50011",263727.87
"50013",7281.83
"50015",248436.39
"50017",52154.2
"50019",84708.38
"50021",270684.05
"50023",416937.13
"50025",134866.49
"50027",244498.05
"5003",106089.15
"5005",252645.93
"5007",42587970.06
"5009",83604.05
"5011",22024.9
"5013",60
"5015",78731.7
"5017",117109.21
"5019",93982.5
"5021",84950.6
"5023",45975.16
"5025",188.5
"5027",110474.85
"5029",88134.7
"5031",917060.75
"5033",159453.6
"5035",178655.16
"5037",250347.04
"5039",53325.52
"5041",198301.49
"5043",34650.34
"5045",1001678.32
"5047",46910.03
"5049",46216.74
"5051",415243.51
"5053",15974.08
"5055",192943.18
"5057",115379.56
"5059",187145.77
"5061",112319.3
"5063",74116.87
"5065",23171.16
"5067",28307.78
"5069",495440.38
"5071",77034.65
"5073",24397.66
"5075",21207.2
"5077",66786.72
"5079",103645.71
"5081",7648.5
"5083",65803.22
"5085",275729.5
"5087",25616.52
"5089",27168.26
"5091",437826.05
"5093",222260.52
"5095",77261.12
"5097",76473.83
"5099",19918.31
"51001",5590.94
"51003",767789.76
"51005",30209.72
"51007",164061.33
"51009",122858.09
"5101",13248.93
"51011",933.28
"51013",1226237.82
"51015",157377.38
"51017",17578.3
"51019",14237.73
"51021",48282.78
"51023",5897.09
"51025",18066.66
"51027",42412.28
"51029",58498.48
"5103",99009.01
"51031",21661.34
"51033",73983.81
"51035",63686.8
"51036",24236.3
"51037",57056.07
"51041",1057005.01
"51043",3020.26
"51047",153419.81
"51049",487.46
"5105",58616.21
"51051",9699.52
"51053",11680.49
"51057",5442.04
"51059",5220492.59
"51061",155288.52
"51063",189.61
"51065",35369.95
"51067",21614.18
"51069",115632.48
"5107",151846.95
"51071",5870.68
"51073",36389.13
"51075",15994.63
"51077",10298.68
"51079",100631.46
"51081",0
"51083",33285.95
"51085",803294.4
"51087",1146237.72
"51089",26091.49
"5109",101113.11
"51093",4925.13
"51095",137030.2
"51097",1165.5
"51099",77890.25
"51101",501984.3
"51103",5361.36
"51105",105909.61
"51107",860558.35
"51109",57585.04
"5111",180795.33
"51111",7727.66
"51113",14477.59
"51115",10418.83
"51117",74328.68
"51119",11049.21
"51121",165264.88
"51125",982.5
"51127",82717.58
"5113",72808.55
"51131",327299.35
"51133",68951.74
"51135",5987.12
"51137",93151.08
"51139",14633.58
"51141",17891.61
"51143",3384.81
"51145",78950.44
"51147",159893.51
"51149",130305.96
"5115",347141.23
"51153",717930.54
"51155",17817.32
"51157",70431.19
"51159",20370.96
"51161",161568.66
"51163",18582.2
"51165",18991.09
"51167",142477.13
"51169",24098.85
"5117",21118.1
"51171",73148.4
"51173",141297.48
"51175",21205.19
"51177",325481.5
"51179",303275.34
"51183",38694.57
"51185",135524.46
"51187",21906.3
"5119",4645228.48
"51191",254065.77
"51193",118496.34
"51195",303177.81
"51197",214408.31
"51199",159118.72
"5121",125667.94
"5123",0
"5125",474280.76
"5127",12125.04
"5129",7075.05
"5131",515131.8
"5133",30839.5
"5135",15675.24
"5137",34601.86
"5139",258676.57
"5141",40447.25
"5143",1958065.69
"5145",434903.75
"5147",36126.32
"5149",137608.62
"53001",188.5
"53003",1724.99
"53005",616435.38
"53007",169646.96
"53009",19134.49
"53011",527645.35
"53013",0
"53015",104419.32
"53017",85909.94
"53019",2382.31
"53021",299684.93
"53025",97203.55
"53027",79657.61
"53029",189735.8
"53031",24517.55
"53033",12915429.34
"53035",301622.92
"53037",383874.44
"53039",20720.91
"53041",178124.17
"53043",7487.14
"53045",9454.2
"53047",3377.6
"53049",4149.94
"53051",6030.41
"53053",1819982.3
"53055",21683.5
"53057",648488.47
"53059",0
"53061",3876759.74
"53063",849202.68
"53065",21891.84
"53067",1575398.16
"53071",38286.61
"53073",466121.29
"53075",33052.25
"53077",346190.55
"54001",5565.48
"54003",85853
"54005",12494.95
"54007",48345.36
"54009",60343.75
"54011",709028.02
"54013",11103.92
"54015",21975.9
"54017",64516.17
"54019",251088.36
"54021",10381.7
"54023",53509.85
"54025",121482.13
"54027",18163.22
"54029",98841.18
"54031",8072.52
"54033",693217.32
"54035",15294.69
"54037",199546.31
"54039",1575952.41
"54041",34663.72
"54043",71980.66
"54045",82036.2
"54047",94030.89
"54049",131409.46
"54051",21148.61
"54053",107386.77
"54055",280468.09
"54057",25437.82
"54059",15735.64
"54061",579143.28
"54063",39448.05
"54065",27247.94
"54067",24659.46
"54069",144443.48
"54071",9671.4
"54073",14854.17
"54075",40578.96
"54077",17648.2
"54079",389077.6
"54081",342356.57
"54083",82759.04
"54085",47504.64
"54087",2245.37
"54089",11044.63
"54091",95018.07
"54093",8624.16
"54095",33456.98
"54097",38418.54
"54099",219188.93
"54101",5891.82
"54103",200925.74
"54105",0
"54107",498634.44
"54109",9704.9
"55001",0
"55003",27294.22
"55005",30508.65
"55007",260.69
"55009",708640.2
"55011",1123.75
"55015",0
"55017",77954.57
"55019",24613.77
"55021",13580.48
"55023",0
"55025",1380602.65
"55027",90092.33
"55029",14355.11
"55031",188562.27
"55033",24533.07
"55035",45000.39
"55039",0
"55041",696.12
"55043",73860.07
"55045",67941.24
"55047",11153.96
"55049",61651.43
"55051",72047.65
"55053",31925.25
"55055",23653
"55057",0
"55059",368275.93
"55061",768.21
"55063",95176.93
"55065",26860.72
"55067",31172.42
"55069",38939.18
"55071",17976.08
"55073",114840.94
"55075",42006.55
"55077",24500.31
"55078",23751.37
"55079",2668677.76
"55081",10096.66
"55083",36125.24
"55085",51558.52
"55087",280714.31
"55089",191070.04
"55093",81390.9
"55095",206990.88
"55097",396256.39
"55101",380304.3
"55103",2978.97
"55105",105606.67
"55107",2299.16
"55111",300730.97
"55113",19207.18
"55115",21183
"55117",27946.68
"55119",0
"55121",17794.76
"55123",22502.44
"55125",2612.79
"55127",312852.92
"55129",14207.23
"55131",110649.61
"55133",1301747.6
"55135",17902.53
"55137",9573.47
"55139",73081.22
"55141",128802.13
"56001",104247.44
"56003",8660.73
"56005",367991.35
"56007",13175.84
"56009",74936.23
"56011",21189.28
"56013",31884.39
"56015",19619.19
"56017",97439.68
"56019",6538.96
"56021",363742.77
"56023",33810.94
"56025",518743.54
"56027",1523.26
"56029",256305.38
"56031",9831.99
"56033",454575.98
"56035",7970.94
"56037",426382.63
"56039",204954.18
"56041",247441.51
"56043",15363.23
"56045",3848.95
"6001",10401397.16
"6005",15135.39
"6007",71150.93
"6009",4910.1
"6011",19496.83
"6013",4741421.2
"6015",0
"6017",211797.04
"6019",2088856.57
"6021",65786.35
"6023",53943.55
"6025",233362.14
"6027",27570.08
"6029",1046041.57
"6031",376218.64
"6033",38317.6
"6035",0
"6037",73790475.53
"6039",175677.4
"6041",883918.72
"6043",19911.54
"6045",98139.56
"6047",342326.94
"6049",0
"6051",4913.7
"6053",557382.88
"6055",185839.04
"6057",67408.32
"6059",18719569.82
"6061",827556.54
"6063",0
"6065",8602068.96
"6067",5265660.22
"6069",3848.44
"6071",6018818.73
"6073",4970707.05
"6075",9726481
"6077",1063923.45
"6079",217268.59
"6081",6119197.65
"6083",370353.25
"6085",10776685.68
"6087",450124.74
"6089",294183.45
"6091",19391.52
"6093",80570.88
"6095",1279236.01
"6097",711525.85
"6099",530629.16
"6101",70077.7
"6103",157612.9
"6105",1410.23
"6107",778784.18
"6109",31130.15
"6111",5314037.94
"6113",340548.34
"6115",37681.18
"8001",3344981.62
"8003",56697.6
"8005",4793169.5
"8007",142149
"8009",11136
"8013",899022.78
"8014",189264.35
"8015",58318.18
"8017",0
"8019",0
"8021",14784.54
"8023",19427.83
"8025",1302.38
"8027",16850.76
"8029",55194.62
"8031",5506578.95
"8035",1734737.48
"8037",736918.7
"8039",60089.97
"8041",4494014.82
"8043",30130.93
"8045",376592.41
"8047",13774.05
"8049",21548.7
"8051",23808.83
"8053",9764.03
"8055",23216.8
"8059",5567225.81
"8061",1743.28
"8063",0
"8065",0
"8067",127819.25
"8069",1459905.49
"8071",38939.03
"8073",31889.61
"8075",18201.44
"8077",1174033.41
"8081",1697.02
"8083",66969.16
"8085",135353.54
"8087",171958.59
"8089",12775.22
"8091",6818.21
"8093",1693.5
"8097",813796.97
"8099",42919.33
"8101",1838105.5
"8103",183669.64
"8105",27482.11
"8107",30955.43
"8109",32451.31
"8111",0
"8113",62326.6
"8115",5938.9
"8117",231787.54
"8119",35478.42
"8121",39020.12
"8123",1366662.32
"8125",10982.52
"9001",4797049.92
"9003",6312760.77
"9005",248289.68
"9007",586264.77
"9009",2429312.93
"9011",1984508.6
"9013",147847.39
"9015",213493.31
